customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
2203,4,1,0,18,0,12,2.07,0
824,3,1,0,34,0,4,343.02,1
4018,2,1,0,30,0,12,43.45,0
769,5,1,0,25,0,6,256.91,1
2142,4,1,0,49,0,10,915.46,1
474,2,1,0,27,0,14,88.2,0
1877,4,2,0,18,0,12,66.41,0
1838,4,1,0,2,0,14,177.14,1
920,3,2,0,9,0,0,98.39,0
1288,2,2,0,18,0,12,15.56,0
800,4,2,0,30,0,12,33.35,0
2920,2,2,0,30,0,12,8.07,0
2377,2,1,0,40,0,13,1115.92,1
1111,3,1,0,49,0,10,313.31,1
3164,3,1,0,27,0,14,198.58,1
1354,5,1,0,18,0,12,23.64,0
2096,3,1,0,30,0,12,9.69,0
2843,3,2,0,23,0,4,44.08,0
1782,2,1,0,49,0,10,552.73,1
751,5,1,0,18,0,12,13.22,0
615,5,1,0,49,0,10,471.5,1
3429,4,1,0,30,0,12,19.64,0
531,2,1,0,18,0,12,47.17,0
2991,4,2,0,41,0,14,124.35,1
4041,3,2,0,30,0,12,30.25,0
3685,2,1,0,34,0,4,96.05,1
2139,4,2,0,40,0,13,3395.62,1
753,1,2,0,46,0,5,314.93,1
515,3,2,0,18,0,12,41.02,0
1644,2,1,0,30,0,12,17.58,0
1033,1,1,0,22,0,9,427.7,1
3758,2,1,0,34,0,4,386.08,1
1909,3,1,0,3,0,8,438.55,1
2483,3,2,0,15,0,10,345.53,1
2224,6,1,0,2,0,14,97.15,1
3559,3,2,0,30,0,12,68.71,0
1478,2,1,0,49,0,10,159.82,1
2365,2,2,0,30,0,12,38.6,0
3985,4,2,0,21,0,6,137.4,1
2622,2,1,0,40,0,13,143.35,1
1782,2,1,0,3,0,8,209.7,1
1231,5,1,0,18,0,12,11.34,0
3224,3,2,0,18,0,12,15.95,0
3002,2,1,0,34,0,4,533.84,1
3012,5,1,0,30,0,12,46.77,0
451,3,1,0,34,0,4,460.37,1
1582,3,1,0,28,0,5,352.2,1
2267,2,1,0,30,0,12,32.44,0
4071,4,1,0,34,0,4,563.22,1
3541,2,2,0,44,0,6,21.42,1
2115,3,2,0,18,0,12,13.82,0
1418,2,1,0,32,0,8,237.97,1
510,1,1,0,30,0,12,2.95,0
2807,1,2,0,44,0,6,1135.16,1
1312,3,1,0,30,0,12,47.31,0
1610,4,2,0,18,0,12,20.2,0
1869,5,2,0,18,0,12,20.49,0
3750,4,2,0,28,0,5,459.6,1
3407,3,1,0,34,0,4,108.22,1
1771,1,2,0,18,0,12,50.5,0
1038,4,1,0,25,0,6,280.32,1
3219,3,2,0,30,0,12,13.4,0
805,2,1,0,18,0,12,6.84,0
547,6,2,0,18,0,12,16.69,0
3894,2,1,0,18,0,12,26.27,0
3700,2,2,0,2,0,14,187.91,1
3305,2,1,0,14,0,10,68.83,1
178,2,1,0,45,0,3,31.98,0
2021,4,1,0,18,0,12,22.07,0
1549,3,1,0,27,0,14,20.96,0
733,3,1,0,30,0,12,22.56,0
636,3,1,0,18,0,12,5.26,0
2577,2,2,0,27,0,14,68.25,1
1335,3,1,0,34,0,4,641.03,1
2711,4,2,0,45,0,3,28.2,0
1022,2,2,0,30,0,12,7.23,0
2614,3,2,0,45,0,3,26.41,0
2197,1,2,0,21,0,6,419.27,1
3697,3,1,0,49,0,10,341.64,1
3305,2,1,0,34,0,4,299.59,1
615,5,1,0,49,0,10,200.85,1
78,4,2,0,45,0,3,44.55,0
2997,5,1,0,30,0,12,52.22,0
1200,3,2,0,15,0,10,527.51,1
3403,3,1,0,30,0,12,40.45,0
1249,3,1,0,49,0,10,80.37,1
437,3,1,0,30,0,12,19.15,0
3,1,2,0,36,0,4,80.72,1
615,5,1,0,49,0,10,30.18,1
1850,4,1,0,40,0,13,2909.61,1
1207,6,1,0,2,0,14,44.06,1
690,2,2,0,42,0,11,412.86,1
3,1,2,0,49,0,10,100.89,1
2146,3,2,0,49,0,10,299.42,1
1914,3,1,0,18,0,12,41.2,0
3685,2,1,0,49,0,10,726.36,1
3335,2,1,0,43,0,7,106.52,1
2080,6,2,0,45,0,3,62.54,0
648,3,2,0,18,0,12,20.17,0
3546,2,1,0,30,0,12,14.76,0
392,2,2,0,18,0,12,13.28,0
1249,3,1,0,49,0,10,199.75,1
2365,2,2,0,30,0,12,49.89,0
3443,2,1,0,18,0,12,8.47,0
3847,2,1,0,30,0,12,20.76,0
1312,3,1,0,15,0,10,101.54,1
1006,4,1,0,30,0,12,75.86,0
1088,5,1,0,18,0,12,63.85,0
1933,2,2,0,30,0,12,9.67,0
287,3,2,0,18,0,12,18.02,0
3245,2,1,0,49,0,10,122.01,1
3853,0,1,0,10,0,14,206.44,1
3276,4,1,0,11,0,2,67.98,0
1444,3,2,0,12,0,10,731.41,1
3773,4,1,0,34,0,4,144.14,1
1999,0,1,0,9,0,0,72.18,0
2402,2,1,0,27,0,14,397.08,1
68,4,2,0,18,0,12,8.62,0
3973,2,1,0,34,0,4,305.93,1
3635,1,2,0,18,0,12,32.25,0
2884,2,1,0,9,0,0,200.69,1
966,3,2,0,30,0,12,44.76,0
2167,4,2,0,49,0,10,157.37,1
3810,3,1,0,34,0,4,45.23,1
394,4,2,0,9,0,0,111.6,1
969,4,1,0,42,0,11,16.32,1
460,1,1,0,34,0,4,1311.82,1
3532,3,1,0,18,0,12,39.42,0
2464,2,2,0,30,0,12,8.87,0
2785,1,1,0,18,0,12,42.9,0
3242,2,2,0,9,0,0,23.9,0
2216,1,2,0,18,0,12,22.13,0
1978,2,2,0,30,0,12,17.25,0
23,3,2,0,49,0,10,213.33,1
1845,2,1,0,18,0,12,24.75,0
3764,2,1,0,49,0,10,92.47,1
141,4,1,0,18,0,12,32.89,0
3825,2,2,0,34,0,4,800.55,1
3092,3,1,0,40,0,13,4549.62,1
1106,4,1,0,18,0,12,29.01,0
3185,3,1,0,34,0,4,619.32,1
2127,4,1,0,18,0,12,60.25,0
302,2,1,0,30,0,12,50.13,0
1254,3,1,0,30,0,12,5.86,0
1308,2,1,0,9,0,0,24.37,0
227,4,1,0,30,0,12,14.84,0
3769,2,1,0,18,0,12,25.97,0
1011,6,1,0,30,0,12,11.01,0
3697,3,1,0,18,0,12,10.9,0
2600,4,1,0,43,0,7,78.56,0
1804,6,2,0,18,0,12,28.23,0
3267,3,1,0,18,0,12,10.08,0
2454,5,2,0,18,0,12,15.75,0
895,2,1,0,18,0,12,1.28,0
3926,4,1,0,3,0,8,245.58,1
2654,2,2,0,49,0,10,533.68,1
1103,2,1,0,18,0,12,13.57,0
3291,2,1,0,34,0,4,461.25,1
500,1,2,0,18,0,12,54.75,0
383,3,1,0,30,0,12,44.28,0
3891,4,1,0,43,0,7,24.22,1
3535,1,1,0,30,0,12,28.93,0
1402,3,2,0,49,0,10,562.88,1
2207,3,2,0,43,0,7,50.79,1
2816,1,1,0,34,0,4,124.71,1
3035,2,1,0,34,0,4,259.5,1
2787,2,2,0,18,0,12,44.64,0
939,4,1,0,30,0,12,47.65,0
1828,2,2,0,18,0,12,42.13,0
1982,4,1,0,30,0,12,20.33,0
2816,1,1,0,40,0,13,2977.61,1
431,3,1,0,30,0,12,52.41,0
3697,3,1,0,43,0,7,36.17,1
2840,3,1,0,18,0,12,37.63,0
3137,2,2,0,40,0,13,4677.34,1
1185,2,1,0,28,0,5,37.71,1
1733,5,2,0,30,0,12,57.66,0
617,4,2,0,30,0,12,40.95,0
2921,2,2,0,18,0,12,34.68,0
2478,3,2,0,18,0,12,40.68,0
2426,1,1,0,18,0,12,38.75,0
2947,2,1,0,10,0,14,132.9,1
2221,4,1,0,0,0,4,43.14,0
1407,2,1,0,39,0,4,271.3,0
3156,3,2,0,30,0,12,49.84,0
1111,3,1,0,22,0,9,60.54,1
2201,3,2,0,18,0,12,23.09,0
3926,4,1,0,21,0,6,515.49,1
896,1,2,0,45,0,3,38.4,0
2188,2,1,0,34,0,4,31.9,1
11,4,2,0,9,0,0,170.85,1
1337,4,2,0,34,0,4,191.79,1
3654,2,1,0,49,0,10,120.86,1
2639,4,1,0,18,0,12,40.37,0
409,2,2,0,30,0,12,31.2,0
1838,4,1,0,34,0,4,12.71,1
2402,2,1,0,34,0,4,91.87,1
2155,2,2,0,18,0,12,2.16,0
471,2,2,0,18,0,12,2.1,0
2870,2,1,0,14,0,10,159.82,1
2587,2,2,0,49,0,10,276.77,1
1106,4,1,0,10,0,14,641.51,1
923,1,1,0,14,0,10,73.33,1
1217,3,1,0,34,0,4,470.88,1
2793,4,2,0,43,0,7,56.57,1
455,5,1,0,18,0,12,28.87,0
1143,2,1,0,30,0,12,2.99,0
3085,3,2,0,49,0,10,92.4,1
895,2,1,0,18,0,12,47.7,0
921,2,2,0,30,0,12,21.82,0
3091,2,1,0,18,0,12,39.48,0
1003,1,2,0,30,0,12,11.18,0
3637,4,1,0,18,0,12,28.31,0
1969,6,1,0,30,0,12,19.65,0
3959,3,1,0,30,0,12,5.44,0
2426,1,1,0,30,0,12,13.87,0
1106,4,1,0,34,0,4,488.19,1
2009,1,1,0,49,0,10,69.77,1
2027,2,2,0,30,0,12,34.68,0
2174,2,2,0,30,0,12,21.11,0
3305,2,1,0,43,0,7,305.46,1
1785,2,1,0,18,0,12,57.08,0
321,4,2,0,30,0,12,7.65,0
996,6,1,0,46,0,5,69.62,1
2755,2,1,0,30,0,12,19.59,0
1014,3,1,0,3,0,8,193.93,1
2715,5,2,0,45,0,3,16.96,0
2800,4,1,0,18,0,12,59.96,0
2773,2,1,0,18,0,12,51.91,0
238,1,1,0,18,0,12,24.57,0
21,3,2,0,2,0,14,67.35,1
3815,1,2,0,34,0,4,61.6,1
1504,3,1,0,45,0,3,15.53,0
2859,2,2,0,30,0,12,1.29,0
42,2,1,0,30,0,12,31.84,0
1645,2,1,0,18,0,12,23.64,0
3891,4,1,0,40,0,13,3614.74,1
3111,2,1,0,49,0,10,398.57,1
2122,3,1,0,45,0,3,28.39,0
1005,4,2,0,34,0,4,729.03,1
1966,3,2,0,40,0,13,4005.96,1
641,2,1,0,18,0,12,15.01,0
724,3,1,0,30,0,12,24.63,0
3510,4,1,0,34,0,4,645.17,1
2661,3,2,0,10,0,14,56.29,0
2612,2,1,0,18,0,12,3.18,0
3690,3,1,0,45,0,3,19.09,0
2509,3,2,0,18,0,12,22.85,0
2187,2,1,0,34,0,4,108.1,1
2652,2,1,0,18,0,12,46.27,0
1996,2,1,0,30,0,12,31.37,0
2803,1,1,0,25,0,6,451.01,1
1789,3,2,0,40,0,13,5749.28,1
3588,2,1,0,49,0,10,410.63,1
271,2,1,0,18,0,12,20.1,0
1838,4,1,0,49,0,10,506.24,1
2235,4,1,0,30,0,12,9.74,0
1478,2,1,0,34,0,4,289.21,1
1783,5,2,0,34,0,4,798.31,1
534,3,1,0,46,0,5,822.45,1
739,3,1,0,32,0,8,398.85,1
2784,2,1,0,40,0,13,1122.24,1
1709,2,1,0,30,0,12,76.1,0
3313,2,1,0,30,0,12,4.85,0
2853,5,1,0,30,0,12,2.36,0
372,2,2,0,18,0,12,32.48,0
2723,4,1,0,3,0,8,321.47,1
1117,3,1,0,18,0,12,19.87,0
2566,3,1,0,18,0,12,40.92,0
169,1,1,0,12,0,10,204.38,1
1005,4,2,0,34,0,4,977.76,1
1547,2,2,0,18,0,12,4.87,0
3494,2,2,0,30,0,12,4.92,0
3349,3,2,0,34,0,4,780.52,1
3927,1,1,0,30,0,12,0.58,0
2039,1,1,0,18,0,12,30.85,0
1302,3,1,0,18,0,12,11.21,0
3685,2,1,0,40,0,13,4627.78,1
3382,2,1,0,18,0,12,1.17,0
2824,3,2,0,49,0,10,667.66,1
2104,4,2,0,18,0,12,19.73,0
1478,2,1,0,49,0,10,764.0,1
2132,3,1,0,37,0,2,35.99,1
3879,2,2,0,18,0,12,50.98,0
3799,3,1,0,34,0,4,520.43,1
440,2,1,0,45,0,3,5.55,0
447,2,2,0,18,0,12,10.29,0
2031,2,2,0,18,0,12,10.48,0
3628,2,2,0,30,0,12,55.75,0
2069,3,2,0,34,0,4,1067.64,1
2182,2,2,0,21,0,6,265.16,1
1763,3,1,0,30,0,12,2.65,0
1710,2,1,0,2,0,14,365.65,1
2296,2,1,0,43,0,7,157.81,1
4030,2,2,0,18,0,12,8.76,0
4088,5,1,0,30,0,12,23.14,0
232,1,1,0,34,0,4,91.85,1
3752,5,1,0,18,0,12,69.35,0
2522,3,1,0,40,0,13,230.73,1
1249,3,1,0,25,0,6,642.15,1
3329,3,1,0,34,0,4,265.75,1
753,1,2,0,49,0,10,536.29,1
1418,2,1,0,40,0,13,2448.08,1
2931,4,2,0,18,0,12,10.14,0
3706,3,2,0,18,0,12,1.89,0
3438,2,2,0,30,0,12,18.81,0
153,3,1,0,18,0,12,42.78,0
3703,4,1,0,30,0,12,3.13,0
2720,6,1,0,15,0,10,306.1,1
1728,2,2,0,30,0,12,46.15,0
4092,3,2,0,18,0,12,11.46,0
1113,1,1,0,40,0,13,2769.03,1
3308,4,1,0,40,0,13,4375.89,1
2402,2,1,0,42,0,11,262.61,1
2132,3,1,0,34,0,4,52.95,1
1338,3,2,0,34,0,4,46.08,1
3660,3,2,0,45,0,3,9.45,0
2538,3,2,0,30,0,12,46.36,0
709,2,2,0,34,0,4,288.75,1
2187,2,1,0,40,0,13,4091.43,1
2942,1,1,0,32,0,8,441.59,1
2046,3,2,0,18,0,12,17.58,0
3221,2,1,0,30,0,12,20.32,0
319,5,1,0,18,0,12,40.18,0
1371,3,1,0,30,0,12,41.2,0
1418,2,1,0,43,0,7,167.59,1
187,1,1,0,40,0,13,813.14,1
3246,1,1,0,49,0,10,71.73,1
568,3,1,0,34,0,4,417.08,1
2307,5,1,0,34,0,4,17.27,1
2587,2,2,0,14,0,10,461.55,1
2336,5,1,0,49,0,10,139.08,1
1821,2,1,0,18,0,12,41.07,0
2819,5,2,0,18,0,12,48.06,0
2816,1,1,0,49,0,10,72.93,1
3234,1,2,0,30,0,12,5.55,0
3100,5,2,0,24,0,14,133.46,0
1909,3,1,0,21,0,6,404.24,1
2611,5,2,0,18,0,12,47.39,0
2023,2,1,0,18,0,12,55.74,0
2132,3,1,0,34,0,4,387.76,1
1926,0,1,0,27,0,14,489.86,1
1610,4,2,0,18,0,12,15.73,0
57,3,2,0,18,0,12,8.13,0
1916,2,1,0,15,0,10,307.22,1
349,3,2,0,34,0,4,656.13,1
133,3,2,0,34,0,4,388.99,1
2359,3,2,0,30,0,12,26.2,0
2027,2,2,0,30,0,12,43.75,0
1967,4,1,0,18,0,12,55.48,0
3571,6,2,0,18,0,12,16.16,0
2832,2,2,0,18,0,12,7.97,0
2199,2,1,0,18,0,12,40.86,0
3196,4,2,0,30,0,12,33.58,0
2319,3,2,0,30,0,12,80.47,0
2246,4,2,0,18,0,12,34.03,0
2187,2,1,0,49,0,10,433.55,1
579,4,1,0,30,0,12,25.46,0
1403,4,2,0,30,0,12,44.14,0
3210,4,1,0,34,0,4,76.12,1
319,5,1,0,45,0,3,17.69,0
566,1,2,0,30,0,12,35.95,0
3773,4,1,0,34,0,4,424.99,1
1597,2,1,0,30,0,12,3.65,0
394,4,2,0,34,0,4,926.06,1
2370,2,1,0,18,0,12,7.61,0
1703,3,1,0,0,0,4,180.1,0
971,4,1,0,30,0,12,3.04,0
401,5,1,0,18,0,12,3.1,0
1782,2,1,0,34,0,4,611.8,1
1012,3,2,0,45,0,3,5.74,0
1005,4,2,0,34,0,4,105.64,1
2296,2,1,0,44,0,6,662.12,1
1751,3,1,0,30,0,12,63.6,0
1190,4,1,0,31,0,2,178.68,0
594,3,1,0,49,0,10,281.12,1
1402,3,2,0,27,0,14,137.31,1
1032,3,1,0,18,0,12,50.39,0
1838,4,1,0,34,0,4,553.64,1
723,3,2,0,49,0,10,189.19,1
615,5,1,0,49,0,10,464.45,1
4005,2,2,0,34,0,4,1073.59,1
1551,2,1,0,18,0,12,24.8,0
3905,1,2,0,18,0,12,42.24,0
3908,2,1,0,30,0,12,36.46,0
1478,2,1,0,14,0,10,559.18,1
1983,3,1,0,45,0,3,14.38,0
687,4,1,0,49,0,10,353.03,1
2804,6,1,0,49,0,10,321.7,1
1554,2,2,0,34,0,4,147.98,1
1162,2,1,0,18,0,12,3.42,0
1628,6,2,0,34,0,4,175.45,1
3229,5,2,0,30,0,12,37.64,0
2377,2,1,0,49,0,10,624.89,1
1715,2,1,0,30,0,12,9.68,0
2118,4,1,0,18,0,12,45.3,0
3326,4,2,0,34,0,4,682.0,1
3719,1,1,0,45,0,3,40.84,0
224,1,1,0,24,0,14,7.98,0
2838,3,1,0,32,0,8,249.01,1
3908,2,1,0,30,0,12,24.21,0
653,3,2,0,22,0,9,220.58,1
377,2,1,0,30,0,12,21.2,0
3976,3,3,0,23,0,4,85.26,0
1005,4,2,0,34,0,4,606.29,1
479,2,1,0,30,0,12,15.58,0
3429,4,1,0,22,0,9,26.71,1
2326,3,1,0,30,0,12,27.02,0
2289,5,2,0,9,0,0,303.39,1
3619,4,2,0,18,0,12,8.98,0
812,1,1,0,49,0,10,398.27,1
1335,3,1,0,30,0,12,33.83,0
711,2,2,0,43,0,7,4.66,0
2132,3,1,0,49,0,10,374.27,1
308,3,1,0,49,0,10,90.22,1
2168,4,1,0,3,0,8,416.75,1
2598,3,1,0,40,0,13,1312.97,1
1710,2,1,0,28,0,5,649.68,1
3173,3,1,0,18,0,12,48.77,0
499,4,1,0,18,0,12,46.1,0
2350,1,1,0,21,0,6,567.55,1
320,3,1,0,49,0,10,173.28,1
1074,5,1,0,30,0,12,35.2,0
33,5,2,0,49,0,10,154.25,1
739,3,1,0,40,0,13,299.92,1
2201,3,2,0,0,0,4,374.14,0
3345,2,1,0,18,0,12,20.38,0
1120,2,1,0,18,0,12,11.33,0
1331,2,2,0,18,0,12,29.2,0
2936,4,2,0,30,0,12,47.33,0
2758,4,2,0,45,0,3,61.62,0
3142,4,1,0,45,0,3,18.26,0
3176,2,2,0,30,0,12,1.91,0
1838,4,1,0,43,0,7,7.14,1
1108,1,2,0,18,0,12,37.51,0
226,2,1,0,43,0,7,52.29,0
463,4,2,0,18,0,12,58.37,0
2137,4,2,0,18,0,12,28.05,0
79,6,2,0,32,0,8,288.35,1
534,3,1,0,34,0,4,185.45,1
1304,3,1,0,18,0,12,41.19,0
1254,3,1,0,30,0,12,49.99,0
2816,1,1,0,43,0,7,168.81,1
1045,1,1,0,18,0,12,64.51,0
1418,2,1,0,10,0,14,26.71,1
673,6,2,0,49,0,10,339.12,1
565,2,2,0,30,0,12,23.01,0
284,2,1,0,30,0,12,42.81,0
2223,4,1,0,9,0,0,100.71,1
3181,2,2,0,18,0,12,38.43,0
3231,2,1,0,40,0,13,3605.97,1
335,1,1,0,30,0,12,46.58,0
2488,2,1,0,49,0,10,542.44,1
1835,3,2,0,18,0,12,52.51,0
1249,3,1,0,34,0,4,1090.8,1
1558,2,2,0,0,0,4,14.56,0
1475,4,1,0,18,0,12,4.71,0
2187,2,1,0,3,0,8,328.73,1
247,3,1,0,34,0,4,313.0,1
1506,6,1,0,34,0,4,261.15,1
484,2,1,0,30,0,12,37.96,0
2132,3,1,0,2,0,14,198.42,1
2694,3,1,0,18,0,12,74.28,0
780,2,1,0,18,0,12,8.38,0
1480,3,1,0,21,0,6,214.3,1
3091,2,1,0,18,0,12,1.46,0
3685,2,1,0,49,0,10,508.92,1
3162,2,2,0,42,0,11,446.8,1
2188,2,1,0,28,0,5,646.92,1
3092,3,1,0,28,0,5,317.76,1
839,1,1,0,2,0,14,20.72,1
1063,4,1,0,43,0,7,255.93,1
2059,4,1,0,43,0,7,88.07,0
3216,4,1,0,30,0,12,29.06,0
1117,3,1,0,18,0,12,7.34,0
1917,4,1,0,10,0,14,2.43,1
444,5,2,0,18,0,12,48.15,0
1402,3,2,0,42,0,11,400.79,1
823,5,2,0,18,0,12,20.96,0
2132,3,1,0,49,0,10,110.52,1
394,4,2,0,46,0,5,78.96,1
3149,3,1,0,34,0,4,359.06,1
2522,3,1,0,49,0,10,231.28,1
386,2,2,0,41,0,14,114.12,1
1005,4,2,0,2,0,14,42.77,1
3180,2,1,0,30,0,12,27.63,0
1373,5,1,0,45,0,3,56.29,0
753,1,2,0,18,0,12,23.06,0
2585,2,1,0,34,0,4,540.64,1
1788,6,2,0,49,0,10,588.14,1
173,4,2,0,30,0,12,45.53,0
1164,4,2,0,18,0,12,2.46,0
1795,2,1,0,18,0,12,17.8,0
1884,4,1,0,18,0,12,23.63,0
3926,4,1,0,15,0,10,257.59,1
3684,4,1,0,18,0,12,42.88,0
569,2,1,0,18,0,12,35.62,0
2521,2,1,0,49,0,10,155.39,1
2803,1,1,0,49,0,10,571.85,1
2266,2,2,0,18,0,12,26.54,0
661,4,1,0,30,0,12,47.87,0
3796,2,1,0,18,0,12,2.9,0
2282,5,1,0,34,0,4,105.86,1
1611,2,2,0,30,0,12,15.45,0
2559,1,1,0,30,0,12,14.58,0
129,3,2,0,18,0,12,12.02,0
1985,2,1,0,30,0,12,40.7,0
1582,3,1,0,40,0,13,4007.57,1
2804,6,1,0,12,0,10,266.26,1
394,4,2,0,46,0,5,1314.75,1
2695,2,1,0,10,0,14,451.92,1
3934,1,2,0,14,0,10,261.8,1
1522,2,1,0,30,0,12,39.55,0
1452,2,2,0,30,0,12,14.84,0
3812,2,2,0,30,0,12,16.96,0
2101,3,1,0,30,0,12,17.78,0
2680,1,2,0,37,0,2,0.61,0
2600,4,1,0,18,0,12,34.75,0
1264,2,1,0,30,0,12,63.06,0
615,5,1,0,10,0,14,94.84,1
3339,1,2,0,18,0,12,18.58,0
308,3,1,0,22,0,9,286.6,1
262,2,1,0,18,0,12,15.77,0
3343,1,1,0,30,0,12,16.91,0
1114,3,2,0,18,0,12,31.27,0
2594,2,2,0,46,0,5,198.1,1
2128,3,1,0,27,0,14,457.77,1
459,1,2,0,44,0,6,501.11,1
615,5,1,0,34,0,4,560.9,1
2188,2,1,0,34,0,4,787.14,1
3361,2,2,0,30,0,12,51.92,0
2639,4,1,0,18,0,12,7.3,0
3913,1,1,0,37,0,2,102.2,0
941,3,2,0,44,0,6,396.36,1
2167,4,2,0,3,0,8,265.93,1
985,4,1,0,42,0,11,510.88,1
3111,2,1,0,49,0,10,558.0,1
2035,2,1,0,30,0,12,9.16,0
3002,2,1,0,30,0,12,55.09,0
2734,5,2,0,49,0,10,30.3,1
1402,3,2,0,34,0,4,298.62,1
2892,2,1,0,2,0,14,195.69,1
3278,1,1,0,34,0,4,429.21,1
1848,4,2,0,40,0,13,803.39,1
2187,2,1,0,40,0,13,1779.73,1
404,2,1,0,49,0,10,390.24,1
2522,3,1,0,14,0,10,1005.0,1
2888,3,1,0,18,0,12,12.59,0
1582,3,1,0,34,0,4,792.24,1
3291,2,1,0,34,0,4,847.57,1
3294,3,1,0,18,0,12,45.12,0
2826,4,1,0,18,0,12,37.74,0
3997,6,2,0,18,0,12,6.25,0
1902,1,2,0,18,0,12,23.78,0
1887,1,2,0,18,0,12,22.4,0
2634,2,1,0,34,0,4,225.67,1
3291,2,1,0,25,0,6,9.56,1
322,4,2,0,22,0,9,137.85,1
753,1,2,0,28,0,5,468.34,1
2827,4,1,0,45,0,3,60.57,0
769,5,1,0,49,0,10,446.97,1
196,2,1,0,18,0,12,28.44,0
3189,3,1,0,49,0,10,261.86,1
2641,4,2,0,30,0,12,29.91,0
3406,3,1,0,18,0,12,12.45,0
1782,2,1,0,49,0,10,58.79,1
2499,5,1,0,30,0,12,28.5,0
895,2,1,0,34,0,4,12.07,1
3593,2,2,0,18,0,12,7.05,0
769,5,1,0,27,0,14,274.18,1
1005,4,2,0,34,0,4,59.47,1
262,2,1,0,18,0,12,34.01,0
1882,1,2,0,18,0,12,17.13,0
1043,2,2,0,34,0,4,390.61,1
3101,1,2,0,30,0,12,31.49,0
286,4,1,0,0,0,4,70.9,0
1035,3,1,0,45,0,3,7.0,0
3926,4,1,0,49,0,10,57.21,1
3180,2,1,0,30,0,12,45.91,0
394,4,2,0,3,0,8,239.14,1
570,1,1,0,18,0,12,20.77,0
2796,2,2,0,34,0,4,1011.37,1
2880,1,1,0,14,0,10,674.13,1
623,2,2,0,18,0,12,46.05,0
374,3,1,0,49,0,10,137.72,1
4012,4,2,0,48,0,14,101.41,0
46,4,2,0,34,0,4,1510.34,1
408,2,2,0,30,0,12,11.36,0
2202,2,1,0,30,0,12,42.11,0
1484,4,1,0,34,0,4,21.84,1
103,5,2,0,30,0,12,33.19,0
2422,4,1,0,30,0,12,19.66,0
1173,2,1,0,34,0,4,752.1,1
3657,6,2,0,37,0,2,20.44,1
2862,4,2,0,30,0,12,7.91,0
3926,4,1,0,34,0,4,737.51,1
3105,5,1,0,30,0,12,1.36,0
353,3,2,0,18,0,12,7.38,0
3190,6,1,0,49,0,10,368.76,1
77,3,1,0,12,0,10,556.08,1
2335,3,1,0,32,0,8,248.76,1
3219,3,2,0,27,0,14,13.07,1
2815,2,1,0,18,0,12,22.84,0
3685,2,1,0,49,0,10,605.73,1
1455,3,2,0,30,0,12,21.53,0
890,2,1,0,18,0,12,26.87,0
909,2,1,0,18,0,12,29.51,0
2946,1,2,0,34,0,4,599.45,1
24,4,2,0,45,0,3,55.07,0
1917,4,1,0,34,0,4,233.74,1
2266,2,2,0,18,0,12,15.68,0
3466,2,2,0,49,0,10,226.39,1
1402,3,2,0,40,0,13,3427.11,1
1200,3,2,0,43,0,7,251.05,1
2351,2,1,0,18,0,12,34.63,0
1402,3,2,0,43,0,7,330.9,1
3837,4,2,0,18,0,12,50.96,0
628,1,2,0,18,0,12,17.34,0
2168,4,1,0,6,0,6,193.46,1
3094,5,2,0,32,0,8,243.74,1
864,3,1,0,18,0,12,21.31,0
41,4,1,0,39,0,4,198.59,0
4040,3,2,0,30,0,12,38.84,0
1351,2,1,0,18,0,12,13.62,0
1249,3,1,0,39,0,4,444.42,1
3387,4,2,0,49,0,10,88.44,1
3484,5,1,0,18,0,12,20.07,0
2998,3,1,0,30,0,12,19.42,0
2019,5,1,0,32,0,8,368.73,1
1562,5,1,0,18,0,12,26.55,0
837,1,1,0,2,0,14,465.11,1
268,5,2,0,34,0,4,788.44,1
2475,3,2,0,45,0,3,1.21,0
2902,0,1,0,40,0,13,1451.61,1
2168,4,1,0,2,0,14,37.8,1
146,3,1,0,49,0,10,449.83,1
2215,2,1,0,2,0,14,22.59,1
2473,2,2,0,34,0,4,44.58,1
1489,3,2,0,18,0,12,29.1,0
2353,2,1,0,32,0,8,342.08,1
739,3,1,0,34,0,4,274.14,1
1557,2,2,0,40,0,13,3921.12,1
2962,2,2,0,37,0,2,546.79,1
3588,2,1,0,2,0,14,61.01,1
3196,4,2,0,30,0,12,57.92,0
2144,3,2,0,3,0,8,377.47,1
2801,4,1,0,18,0,12,34.13,0
520,2,1,0,18,0,12,39.26,0
1692,3,1,0,30,0,12,40.94,0
2402,2,1,0,37,0,2,224.04,1
1221,3,1,0,18,0,12,14.42,0
1402,3,2,0,42,0,11,483.06,1
63,3,1,0,18,0,12,14.34,0
3035,2,1,0,34,0,4,82.7,1
2187,2,1,0,34,0,4,678.51,1
615,5,1,0,30,0,12,24.17,0
1707,2,2,0,16,0,14,60.86,1
3926,4,1,0,40,0,13,525.97,1
2001,2,1,0,18,0,12,10.49,0
3958,5,1,0,0,0,4,5.37,0
2187,2,1,0,2,0,14,240.01,1
1112,4,1,0,32,0,8,331.99,1
2701,2,1,0,30,0,12,7.69,0
1735,5,2,0,18,0,12,48.19,0
3305,2,1,0,34,0,4,92.55,1
2479,1,2,0,30,0,12,58.59,0
2346,4,1,0,30,0,12,39.31,0
3818,4,2,0,18,0,12,16.4,0
368,5,1,0,30,0,12,6.86,0
1782,2,1,0,3,0,8,168.46,1
